CDIVLS,URBRURS,WKTIME,MILEBIN,AVGDIST,NRAW,NWTD,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
MTN,RUR,WEEKEND,10-20,14.3140842105,95.0,50840040.1742,283782.071862,62955.4710764,48891.3526182,189266.450716,389264.822149,571185.424538,862491.709454,1635445.82831,3107563.73888,3677473.96971,3988369.61312,3353551.18585,4234972.4918,4045820.83798,3836588.61974,3358548.83817,2902087.65572,2815661.23487,3666192.56806,2180898.81232,1804682.67761,2193771.47729,1204608.86928,425964.45309
MTN,RUR,WEEKEND,20-30,23.9269459459,37.0,22505081.1268,8662.06031898,15076.489406,3542.07026873,12911.8788241,223731.003055,163167.024592,655281.832737,833594.050668,943195.987086,1317760.91726,1696976.44514,1798048.03461,1082614.43057,1382374.20399,1644999.21839,1253459.23232,2429967.69225,1684251.72437,1763003.07338,850847.849821,1276821.68341,787971.548825,510652.251498,166170.423996
MTN,RUR,WEEKEND,30-50,40.4598095238,21.0,18698868.4097,10828.5544952,44717.1950293,2744.43569956,0.0,93329.8697783,756621.485534,388166.221122,751092.311431,1268628.28019,986150.389538,1625212.42136,1469571.02555,1222743.24884,1424643.4337,1180419.68999,923539.064209,1308423.83341,845691.481404,1910478.01547,1427675.15811,553398.919901,254633.856661,172412.901683,77746.6165898
MTN,RUR,WEEKEND,50-100,65.39475,24.0,12960694.5548,250457.490364,11254.4892755,0.0,0.0,90142.3033418,102061.354286,226070.574017,788398.774674,946266.573777,1531727.83273,1056765.27023,615370.755014,464712.677025,984648.342126,780807.794653,849202.055658,597326.813572,648821.564591,1039578.85633,943144.382285,262347.008611,591840.320582,168548.60295,11200.718696
MTN,RUR,WEEKEND,100-300,138.734307692,13.0,4145442.2658,16083.5271505,0.0,0.0,20064.5940255,8388.07968149,30177.8662516,88533.3967722,110293.490952,310682.209931,347478.450211,345716.516997,211924.379549,836010.397134,125956.328164,392976.444201,329427.552133,399102.789107,118251.068535,82552.3612634,172200.217998,179217.04191,13176.9754001,1750.53037961,5478.04805496
MTN,URB,WEEKDAY,0-2,1.10114294235,5030.0,3433134217.22,4504823.17987,2001994.77391,606290.036284,2081638.04596,10594456.694,34441425.8712,102994558.813,277423310.851,247229461.457,207085600.944,227508710.189,274310842.012,289732257.46,254771979.421,260783633.201,289276142.443,263708162.975,253816044.72,168127376.755,106774306.798,80030722.8016,45729076.1297,20784704.456,8816697.19316
MTN,URB,WEEKDAY,2-5,3.23662680203,4925.0,3352311448.45,5985067.52709,2759055.32259,999594.109881,743522.090502,11682549.6818,50113832.4479,127295142.183,284163755.877,225155053.376,199068838.041,195339180.093,239434007.595,246675112.179,219802544.296,255765244.329,255437802.094,300368214.049,267848271.215,175674869.153,121225560.636,83623832.0873,47054303.8845,28375792.8059,7720303.37756
MTN,URB,WEEKDAY,5-10,7.02640592837,2429.0,2043234081.19,7160093.15167,2657851.06131,1962841.07395,950171.453202,16995628.6632,45775252.8205,106785946.996,198324396.997,143778488.319,113382632.777,107615933.197,113531683.875,120043711.968,117971955.969,138529270.346,168690137.449,190848702.782,173136204.665,94767790.1426,62433036.3784,49935367.4161,36140890.4928,22110718.8209,9705374.3738
MTN,URB,WEEKDAY,10-20,13.7891470383,1435.0,1324479394.39,2094528.72642,2047856.02532,1639124.56267,763979.595891,17319116.1406,43309180.3041,113591442.05,139897945.541,95619661.6545,61037655.7884,52187412.6293,61955096.8827,60707958.2578,65675047.1378,85535309.2366,112783419.497,138508300.001,107424410.046,54740917.8454,36551594.6688,27486161.8444,20908976.2984,16547659.4802,6146640.17565
MTN,URB,WEEKDAY,20-30,24.4109703872,439.0,426248107.006,990887.068454,890358.010669,218366.076121,459054.909032,10447430.0649,23401253.1921,42774337.1546,47520103.8701,25589440.1837,13516451.4592,13775060.5228,13765075.7242,16618705.9092,16559092.862,22900668.6916,39935831.1374,49165889.5153,36308345.0368,16457925.7094,12465526.469,8742176.96699,6317385.80635,5184316.39869,2244424.26753
MTN,URB,WEEKDAY,30-50,38.9478250951,263.0,197405214.103,713468.375514,1295771.17015,149109.013929,226437.94958,6334509.06568,12099978.2294,18869132.7207,15030046.47,11800747.4177,7154365.68364,9082673.20103,6710657.17205,7836062.44185,10510881.896,12984217.2124,15913879.7458,22170034.1716,17653338.4777,7160775.54526,4236435.87193,3154613.30185,3201115.31859,2078008.02562,1038955.62513
MTN,URB,WEEKDAY,50-100,69.5194916201,179.0,95849910.3998,292525.679063,139128.296483,136873.605397,246168.767318,3364983.32058,5879228.39712,6981817.83633,7001664.03404,6157613.85594,4933739.47767,5143889.38955,5941197.61982,6154186.1903,6764900.37016,5447114.36266,7552024.52408,8522840.96182,6700549.86285,2868289.75619,2282837.43161,956852.835678,689185.989989,1345785.18442,346512.650746
MTN,URB,WEEKDAY,100-300,167.446983471,121.0,49951848.4109,1160.78675276,99564.8580199,0.0,50369.2395475,1537082.65203,2303879.10179,2273054.98082,2938819.26614,2966781.62206,5101685.71075,4764391.76465,4636252.5349,3908118.70712,3026552.50118,3360095.2399,3509886.41414,4520528.81649,1778161.46666,1053973.19907,507542.297588,834304.881842,384701.960228,364620.996208,30319.4130248
MTN,URB,WEEKEND,0-2,1.05500718907,1391.0,1271134867.78,3056985.55719,2915197.38527,1183415.61251,431053.901789,2078705.81656,5174475.4334,17336209.2337,37329754.9013,69071500.3206,89522322.2399,112476901.778,109056899.197,112488064.91,99713809.4228,85229465.078,82665467.9308,80885673.6828,79965377.1102,97507881.3397,69270048.3771,48720263.6719,36965103.2765,18510652.1943,9579639.40899
MTN,URB,WEEKEND,2-5,3.21906697108,1314.0,1272486104.71,3230234.15319,3576136.36937,337290.46009,143580.880794,3446857.61164,7544073.39523,16029320.8658,34683963.8874,63133493.6676,91351580.0307,103872090.297,110938540.68,106956506.964,103864100.231,91485552.4656,81341837.6182,75676935.7367,82400770.2278,101333253.495,70265342.8834,46754173.0211,38483546.6298,24646252.947,10990670.1926
MTN,URB,WEEKEND,5-10,6.95915654952,626.0,640205972.336,3923059.92779,865932.021633,838207.316232,867592.192301,2421692.14935,5274529.95611,9593405.47624,21415459.4804,30679884.0297,43760708.2729,47183094.6529,47659393.3586,52488811.0906,45794519.4779,49071672.0463,42031193.8387,42286529.4967,42158477.5977,49862980.2623,35879712.546,26903165.5395,18561728.2079,13855341.526,6828881.87238
MTN,URB,WEEKEND,10-20,13.9443640898,401.0,518285564.811,3851248.83194,2458975.4873,1898557.88467,257781.940619,3510269.27869,7211182.78414,12116914.3895,15971086.4628,25684661.6438,27927165.574,31376713.2149,28343629.2528,41728211.6681,32101992.2862,34665302.9664,34144154.4113,39646109.2503,37473778.6971,42973372.9582,29613421.3277,22379539.7534,18407485.3676,17896344.3284,6647665.05126
MTN,URB,WEEKEND,20-30,24.1631509434,106.0,134984335.286,796508.470128,444908.356658,69604.3879766,424899.056739,1097492.45945,3015729.23623,4854229.97045,6518707.10954,4944867.33029,8774102.60372,7004351.64703,7716792.46409,9891561.0126,7483482.87205,8685680.77192,10398237.4668,10088255.2547,9408813.83898,9506647.59187,6911443.86966,5116934.31244,5367645.5458,3513774.51492,2949665.14204
MTN,URB,WEEKEND,30-50,38.5953661972,71.0,70389148.1827,137584.839725,387391.685851,183534.46748,26760.9968716,1013665.09607,1834798.51329,2488530.93413,2270912.54096,3616923.78492,2729073.70102,3336362.38619,4769590.07938,5524254.53746,4771639.41643,5477657.11543,6723065.25915,4546123.6972,4839612.18272,5255366.26053,2470825.07003,2520189.59016,1933701.03902,2626729.0177,904855.970975
MTN,URB,WEEKEND,50-100,70.9201126761,71.0,60126474.0086,239634.182067,259946.289074,0.0,0.0,2055630.41442,992423.222613,1456462.06193,1480824.76101,3103382.08997,5148875.692,4523178.90543,3600888.79972,4056466.17375,3567366.98694,2226092.25343,4385858.19561,5104100.28671,4752405.36802,4642959.22803,3479209.11168,2346961.86158,1500102.46864,900188.548788,303517.107199
MTN,URB,WEEKEND,100-300,146.35845,40.0,18243122.1951,68639.1419727,32253.8963434,0.0,89104.725138,241525.929802,508580.988634,630140.221822,1464851.35304,925406.700676,1118894.21445,1940724.29616,1272326.71009,893747.01486,1375498.55715,853436.356896,1504869.40047,776749.745148,1137179.06147,1265882.0199,1159888.09425,664660.706835,178743.531667,137360.779444,2658.7488938
NENG,RUR,WEEKDAY,0-2,0.947408163265,490.0,321502452.307,200640.378597,1428.66513604,8865.47641708,259093.99569,687416.057714,2666255.00114,8416495.44559,20948281.1542,19369271.7335,20048046.4716,22889270.2591,32222847.6758,36122828.1388,26390483.7245,21600587.5228,28285860.6515,28568974.1926,19822073.3198,14212525.12,8359302.53024,6187358.76225,2431573.01236,1164154.67812,638818.339479
NENG,RUR,WEEKDAY,2-5,3.40295291902,531.0,382860167.141,225322.261039,343723.409316,200863.538296,91029.2603778,1285513.45039,3116053.6917,12782107.0137,34885286.4546,19753773.5653,27367478.294,24500516.3814,26994449.6295,29759901.828,25122918.3078,30075545.452,35702902.4785,32855587.1962,30638672.0648,21948758.965,10851575.2197,7727118.04585,3689369.58237,2112958.34426,828742.70664
NENG,RUR,WEEKDAY,5-10,7.12184126984,504.0,382428497.869,431971.181404,378909.486247,105701.868301,57342.8730676,2672150.82914,6628206.69041,17497242.8371,42303224.6373,23865293.7086,24339167.7303,21409269.2091,26204401.3127,24633272.5331,22955519.4962,25686822.0604,31313429.2553,38697591.3992,29894785.0481,17351778.4335,12183334.628,6071821.80292,5159646.20673,1709508.24681,878106.395172
NENG,RUR,WEEKDAY,10-20,14.2820895141,391.0,266320539.552,1048525.36987,102138.43549,233655.149598,200753.381032,3045943.54478,10076726.2638,17927622.8501,27043467.2014,17108510.9604,13272541.5248,14228984.3535,14076613.1449,13921187.2765,13671081.5634,19573446.3937,23942661.1934,25481907.1632,22733045.5064,10016900.8629,6341369.09946,5579374.28791,3144054.71659,1983841.10678,1566188.20212
NENG,RUR,WEEKDAY,20-30,24.7152,135.0,105501782.715,682479.916957,73143.5025498,279132.258182,254005.110226,2113428.75021,5010386.26127,10187058.0683,9394035.8659,5556038.91254,5344261.29976,5174345.72057,4539339.23468,5279199.43231,6624157.74028,6091563.90393,9923940.54483,10835988.8505,9324101.25857,3002864.47524,1761021.39121,1167928.35445,1005304.90987,664454.721186,1213602.23152
NENG,RUR,WEEKDAY,30-50,39.0897157895,95.0,67535633.5711,59833.1228994,18877.049677,33421.2158586,575884.593886,2311809.30421,5879580.32745,7253710.66664,5468760.36852,3596239.72581,3506456.80035,2469861.99689,2744432.07078,2785106.81468,3956240.72905,4199544.33464,4597847.21578,7908026.76791,4444175.2513,1986185.4534,1088619.55729,904976.200773,1091445.85714,546718.516199,107879.629947
NENG,RUR,WEEKDAY,50-100,63.2719268293,41.0,27602779.2779,20595.8165017,59578.2125535,35421.1783984,51268.3333289,996067.202048,1310818.42824,2537494.02363,1353769.86235,1476799.13959,1769758.47201,954758.26572,2596282.26619,1349604.56657,1569936.62352,1864469.04639,2461033.19169,3542769.60373,1835005.21202,924580.255755,410506.612748,110861.751267,105219.862612,160743.031637,105438.319393
NENG,RUR,WEEKDAY,100-300,142.512133333,15.0,6991998.45749,0.0,250595.102533,0.0,18014.6609745,252124.318516,203398.055377,586261.959531,411947.822989,461531.83436,631162.214524,368922.313946,538988.832777,748737.95996,748881.34209,481244.96071,446411.931811,188211.804238,456006.274315,119003.14498,17205.3307325,39557.7455268,11924.2120429,11866.6355511,0.0
NENG,RUR,WEEKEND,0-2,1.03116326531,147.0,93642890.9216,9006.27086612,242454.550968,1198.4620677,0.0,214004.836391,533125.523362,958775.905968,2346395.37423,4958728.46474,8154628.23225,8469765.26262,10187524.68,8469018.72316,8226144.80879,7728055.83162,6222641.73227,4714370.05828,4456108.02848,6695184.67204,5186443.80083,2758518.92233,1329789.55392,1084963.40695,696043.819428
NENG,RUR,WEEKEND,2-5,3.3704180791,177.0,146226608.989,936808.904871,207150.588275,0.0,198794.669433,291367.1098,531311.44332,2856395.88578,5149757.97555,9725524.62804,11773201.0597,10425683.1398,10841559.1359,13381505.9128,10972668.8367,8828434.8415,9668515.6172,8008239.48485,10663245.2517,10787203.4473,8887464.15746,5120482.049,4545337.24535,1441609.5103,984348.094338
NENG,RUR,WEEKEND,5-10,7.07356994819,193.0,146758065.227,542040.765723,206473.476041,12885.2417695,4748.40346681,84503.685109,1534421.67193,2318161.93116,5212320.95547,9911318.51776,11769283.2508,10579108.6566,14126105.8142,13558365.6386,10071395.9042,8269210.53252,10930440.9891,8366868.07559,9438452.54844,9854190.78673,7731650.17072,4203923.99722,3823328.49385,2163890.59093,2044975.12916
NENG,RUR,WEEKEND,10-20,13.7027477477,111.0,93434046.1706,521535.921567,115699.83759,89852.7397347,347834.703399,715392.577202,1049727.04871,1585091.00163,3005629.43121,5711094.10736,6758477.59953,7329842.9604,6163170.90349,7783050.79961,7435427.07044,7050899.19295,6172355.61059,5333469.2712,5174634.42039,6737744.5907,4008065.2892,3316653.64633,4031722.72867,2213835.40068,782839.318
NENG,RUR,WEEKEND,20-30,23.4280930233,43.0,29883195.1119,11501.8487214,20019.1979751,4703.31017001,17144.9368251,297079.454156,216660.051312,870110.831889,1106881.30915,1252415.37909,1749778.47801,2253316.83652,2387523.9523,1437541.06361,1835574.72301,2184299.28447,1664395.99099,3226613.50359,2236420.41606,2340989.77595,1129791.63076,1695417.63806,1046301.82862,678065.579051,220648.091608
NENG,RUR,WEEKEND,30-50,39.7336818182,22.0,13345602.356,7728.46672947,31915.188142,1958.7360441,0.0,66610.6259859,540009.65506,277038.798371,536063.418458,905434.927611,703827.134008,1159933.22399,1048850.12885,872686.24095,1016784.77803,842479.419112,659140.694566,933837.482096,603579.958925,1363530.63435,1018948.5554,394967.319274,181735.178991,123053.116183,55488.6748651
NENG,RUR,WEEKEND,50-100,71.49505,20.0,9653944.19835,186556.563447,8383.05470341,0.0,0.0,67143.6829788,76021.7452022,168391.647316,587249.220678,704839.131991,1140927.66879,787145.542737,458367.019227,346147.363731,733428.298128,581594.979138,632539.346081,444926.751574,483283.295718,774344.015777,702513.526499,195412.627852,440840.064942,125545.648863,8343.00297836
NENG,RUR,WEEKEND,100-300,168.935933333,15.0,12498740.1962,48492.7335622,0.0,0.0,60495.8727651,25290.5292033,90987.9539432,266933.141024,332541.041546,936724.232671,1047666.95433,1042354.62718,638963.852682,2520618.08732,379765.371424,1184845.94993,993242.487431,1203317.22233,356533.582854,248899.984575,519193.284692,540349.401088,39729.3175342,5277.94696377,16516.6211543
NENG,URB,WEEKDAY,0-2,1.07435006784,1474.0,1750308189.29,2296685.30391,1020673.13014,309103.678577,1061277.50576,5401351.4006,17559205.6526,52509517.0582,141438190.924,126044518.986,105578052.09,115990326.443,139851366.945,147713637.407,129889906.356,132954816.195,147481097.169,134445823.563,129402544.013,85716055.8718,54436538.6755,40801908.8831,23313966.5898,10596625.7418,4494999.70676
NENG,URB,WEEKDAY,2-5,3.26847020349,1376.0,1905767855.8,3402473.0349,1568505.50047,568262.929251,422687.605834,6641455.6045,28489396.7875,72366483.2167,161545297.942,127999223.787,113169375.359,111049088.405,136116718.95,140233241.107,124956356.229,145400923.741,145214774.902,170757429.923,152270048.103,99870052.008,68915964.4964,47539619.639,26750074.15,16131458.7394,4388943.6409
NENG,URB,WEEKDAY,5-10,7.01818169209,721.0,1073517022.36,3761919.37613,1396437.33603,1031278.46411,499220.935361,8929518.57238,24050358.9667,56105432.5125,104199816.402,75541346.9661,59571337.1498,56541508.0079,59649648.7306,63071074.1426,61982571.6787,72783403.126,88629949.8048,100272079.943,90965917.5157,49791082.1017,32802373.4172,26236086.9136,18988456.342,11616991.5378,5099212.41749
NENG,URB,WEEKDAY,10-20,14.1359609053,486.0,669890682.122,1059363.61351,1035757.65354,829030.844887,386403.000897,8759603.64073,21904769.8733,57451893.1137,70757106.9528,48362187.1668,30871417.8902,26395172.0144,31335438.1257,30704664.5949,33216901.9102,43261757.7085,57043214.216,70054256.7595,54332752.6475,27686675.1953,18486941.2005,13901857.4278,10575270.8984,8369418.9156,3108826.75673
NENG,URB,WEEKDAY,20-30,24.1020315789,190.0,311717541.391,724641.061621,651123.619042,159692.29013,335709.332792,7640261.99803,17113462.7711,31281103.642,34751708.457,18713695.7292,9884653.90919,10073776.1132,10066474.1761,12153349.3333,12109753.9901,16747382.6239,29205288.8704,35955280.3828,26552488.7051,12035769.9054,9116106.7913,6393201.20316,4619938.33921,3791318.56548,1641359.58146
NENG,URB,WEEKDAY,30-50,37.804170068,147.0,159479741.456,576396.892965,1046827.72509,120462.203079,182934.710306,5117523.73226,9775331.45927,15243996.5756,12142475.2431,9533588.84523,5779869.56775,7337710.8118,5421406.297,6330598.80377,8491532.17594,10489690.5254,12856506.5465,17910729.1255,14261780.6174,5785047.96731,3422532.1789,2548549.26735,2586117.32066,1678781.3036,839351.560354
NENG,URB,WEEKDAY,50-100,66.7311153846,52.0,56162649.7558,171403.574497,81521.3468007,80200.2247958,144241.03478,1971690.72855,3444896.75498,4090952.0746,4102580.82883,3608014.95672,2890893.49291,3014029.50679,3481207.22972,3606006.53768,3963850.65502,3191702.26507,4425061.08273,4993904.84421,3926144.88161,1680656.27086,1337614.17811,560661.877031,403824.178978,788554.33087,203036.899655
NENG,URB,WEEKDAY,100-300,138.564722222,18.0,28773867.7174,668.650421049,57352.553411,0.0,29014.2984068,885408.934951,1327108.29771,1309352.61483,1692854.20859,1708961.42295,2938734.69044,2744442.5532,2670630.24468,2251201.79293,1743391.36747,1935522.68888,2021807.21227,2603969.66912,1024278.06877,607122.386307,292360.651235,480586.386086,221600.674777,210033.395072,17464.9548995
NENG,URB,WEEKEND,0-2,1.05268363636,550.0,686311701.074,1650528.99664,1573974.66403,638950.281898,232734.813662,1122335.76559,2793805.0689,9360173.77144,20155097.8078,37293115.0599,48334931.8927,60728578.6485,58882049.3393,60734605.8516,53837524.1685,46017130.5516,44632776.0757,43671828.7767,43174941.8434,52646498.5004,37400315.2145,26305066.3505,19958214.9409,9994279.53515,5172243.15461
NENG,URB,WEEKEND,2-5,3.25946230159,504.0,684499654.086,1737617.52862,1923686.31668,181436.325633,77235.4706846,1854144.28819,4058131.25214,8622541.76866,18657304.9367,33960963.8304,49140123.9666,55875195.5045,59676402.3111,57534374.4406,55870897.4638,49212190.8324,43755652.4242,40708370.9145,44325276.7229,54509496.5735,37797350.1792,25150149.0991,20701188.2162,13257788.4775,5912135.24233
NENG,URB,WEEKEND,5-10,7.03744274809,262.0,337533646.111,2068341.71901,456542.433492,441925.230114,457417.719701,1276780.62413,2780872.72618,5057898.97148,11290800.8264,16175252.288,23071811.3513,24876184.6361,25127302.0042,27673499.7063,24144090.807,25871892.9567,22159965.2609,22294585.0229,22227072.6499,26289091.7317,18916740.4248,14184065.674,9786237.66546,7304905.21091,3600368.47022
NENG,URB,WEEKEND,10-20,13.6739823529,170.0,252523007.792,1876434.54656,1198080.61096,925029.713452,125598.464282,1710299.91302,3513486.94624,5903694.55478,7781553.38508,12514274.8569,13606884.5607,15287599.2187,13809797.14,20331134.4858,15640975.1662,16889890.758,16635972.8224,19316676.8185,18258257.5175,20937811.3749,14428474.8262,10903928.404,8968634.06299,8719592.06491,3238925.57986
NENG,URB,WEEKEND,20-30,24.593297619,84.0,115826901.982,683465.294709,381765.458255,59725.8978725,364595.94584,941732.618511,2587726.74554,4165301.2388,5593550.154,4243075.03805,7528852.29318,6010270.37656,6621599.18378,8487717.22606,6421401.67797,7452979.58674,8922484.44455,8656495.95618,8073483.1637,8157432.01956,5930548.38511,4390721.69226,4605851.13962,3015087.75418,2531038.691
NENG,URB,WEEKEND,30-50,37.8649807692,52.0,55810965.6715,109089.866336,307159.62103,145522.941086,21218.5701389,803726.559275,1454796.36397,1973135.32161,1800587.5215,2867828.55608,2163859.66552,2645373.77438,3781768.00061,4380135.12467,3783392.90278,4343188.41927,5330662.09882,3604583.37902,3837287.9395,4166935.86341,1959096.49036,1998237.20465,1533215.34773,2082711.42385,717452.715902
NENG,URB,WEEKEND,50-100,69.829030303,33.0,26248505.6374,104613.471563,113480.820997,0.0,0.0,897395.488611,433247.200721,635825.62047,646461.275639,1354796.59546,2247766.80915,1974615.82366,1571985.57736,1770870.10315,1557351.46641,971811.436259,1914667.79768,2228219.88747,2074685.7545,2026906.508,1518865.71576,1024577.65352,654877.052977,392981.70377,132501.87427
NENG,URB,WEEKEND,100-300,148.562083333,12.0,15882936.1403,59759.0202498,28081.0801144,0.0,77576.8886505,210278.749341,442783.821665,548616.448193,1275337.64487,805683.115722,974138.372032,1689644.99235,1107720.68892,778119.37073,1197544.77937,743023.864633,1310178.39663,676258.508124,990057.634888,1102109.77421,1009828.7088,578670.879289,155618.762435,119589.863224,2314.77586137
PAC-CA,RUR,WEEKDAY,0-2,0.975821468093,2711.0,153773742.411,95965.7435714,683.326621757,4240.33308962,123923.948535,328789.217717,1275262.46474,4025586.72062,10019505.5031,9264269.62178,9588925.71998,10947875.2761,15412099.7917,17277449.766,12622496.0875,10331501.8527,13529049.6806,13664462.1119,9480843.38039,6797811.83977,3998231.50585,2959396.75011,1163014.71225,556811.994171,305545.062184
PAC-CA,RUR,WEEKDAY,2-5,3.38164376926,2271.0,151328293.158,89060.2786605,135859.20217,79392.7888479,35979.9837713,508108.633319,1231643.10896,5052221.68133,13788665.7025,7807824.09251,10817196.809,9684009.05527,10669754.4894,11762819.783,9930017.9882,11887580.2438,14111834.4413,12986412.1625,12110160.1737,8675408.19385,4289164.81005,3054200.16305,1458250.42573,835162.305179,327566.641888
PAC-CA,RUR,WEEKDAY,5-10,7.23708558952,2290.0,156076964.274,176296.356111,154640.78299,43139.1144083,23402.8102012,1090559.91334,2705107.97335,7140985.98926,17264819.2203,9739919.00264,9933316.77287,8737564.70581,10694557.101,10053347.014,9368621.36653,10483322.324,12779656.8676,15793285.8664,12200678.8823,7081618.96342,4972270.35658,2478035.81557,2105758.12514,697685.604106,358373.346212
PAC-CA,RUR,WEEKDAY,10-20,14.2178138554,1660.0,121710603.648,479184.429116,46678.0769521,106782.260771,91745.8909887,1392020.41321,4605144.0059,8193066.15529,12359079.4888,7818725.51029,6065656.98479,6502758.96057,6433124.10703,6362093.24962,6247792.95058,8945220.59792,10941986.4938,11645434.1379,10389182.5091,4577803.32211,2898056.08816,2549818.40192,1436857.99865,906631.156027,715760.458533
PAC-CA,RUR,WEEKDAY,20-30,24.4748129032,620.0,45814573.4285,296369.64859,31762.8601351,121214.30567,110302.740619,917764.934115,2175780.38365,4423770.93429,4079397.85369,2412732.24186,2320766.96183,2246980.43824,1971226.318,2292513.58423,2876567.13834,2645286.12303,4309511.09158,4705571.73619,4049028.46921,1304005.97465,764730.621231,507177.584843,436557.700031,288542.134837,527011.649645
PAC-CA,RUR,WEEKDAY,30-50,38.6141923077,468.0,31468710.6213,27879.6707831,8795.89606638,15572.8541342,268337.537948,1077204.05005,2739632.42981,3379918.27172,2548207.93697,1675693.57496,1633858.57986,1150849.8306,1278787.71677,1297740.40408,1843438.61259,1956807.66464,2142399.73572,3684801.53048,2070795.18676,925477.292034,507250.05473,421680.12167,508566.98932,254747.395824,50267.2837616
PAC-CA,RUR,WEEKDAY,50-100,68.9346730769,260.0,21035095.4376,15695.3385515,45402.4348218,26993.2190748,39069.7716937,759067.355008,998928.059444,1933733.86144,1031659.81833,1125416.05071,1348669.92869,727587.285217,1978534.28825,1028485.59469,1196392.81154,1420845.48576,1875465.7834,2699818.59354,1398392.14648,704589.69815,312832.475671,84483.7939976,80184.3115035,122496.54201,80350.7896391
PAC-CA,RUR,WEEKDAY,100-300,153.76222449,98.0,4795576.02148,0.0,171874.732541,0.0,12355.648636,172923.570229,139503.869046,402097.313455,282541.123835,316549.125613,432892.884636,253031.377696,369674.269528,513534.124612,513632.465581,330069.69439,306178.89419,129088.131362,312759.330261,81620.2452012,11800.5563079,27131.3240507,8178.41504054,8138.92526584,0.0
PAC-CA,RUR,WEEKEND,0-2,0.930056910569,738.0,39583674.1961,3807.02996434,102487.672673,506.600464353,0.0,90461.7279189,225356.851062,405283.014177,991841.976627,2096098.16659,3447033.12722,3580244.32366,4306356.34836,3579928.75486,3477263.81358,3266717.21897,2630365.42919,1992805.71745,1883636.08434,2830113.48894,2192355.44341,1166050.22774,562113.748664,458623.58149,294223.848744
PAC-CA,RUR,WEEKEND,2-5,3.47511633663,808.0,47552994.8142,304650.906584,67365.5151967,0.0,64648.164585,94752.7864944,172782.850424,928901.926147,1674704.87074,3162747.36452,3828653.16244,3390439.39889,3525682.56168,4351675.01783,3568319.52746,2871013.14281,3144207.99459,2604285.04311,3467694.76269,3508006.05401,2890209.51736,1665184.31909,1478146.82944,468812.41411,320110.68402
PAC-CA,RUR,WEEKEND,5-10,7.2063028169,710.0,56768339.0688,209669.934869,79867.2037442,4984.21516136,1836.75750714,32687.3609393,593538.553481,896701.672383,2016208.12374,3833854.64618,4552544.76914,4092166.42598,5464200.98506,5244590.11232,3895775.10919,3198661.32478,4228067.32481,3236436.80587,3650942.61583,3811756.73694,2990724.48096,1626144.24307,1478923.88725,837027.079796,791028.699784
PAC-CA,RUR,WEEKEND,10-20,14.098779661,590.0,47005253.1094,262376.820909,58206.8354476,45203.552098,174990.369609,359903.167445,528101.774917,797435.268908,1512086.63177,2873164.92275,3400087.68988,3687532.94679,3100597.90995,3915534.94463,3740650.71296,3547200.56336,3105218.59695,2683187.58867,2603280.18156,3389657.22724,2016396.9251,1668558.20241,2028298.62449,1113747.05064,393834.600927
PAC-CA,RUR,WEEKEND,20-30,24.8397788945,199.0,16225980.8071,6245.27517558,10870.0264781,2553.80391095,9309.35981983,161308.237063,117642.10022,472452.882144,601014.543819,680036.650282,950094.924404,1223506.24171,1296378.03727,780556.216304,996680.579636,1186031.08316,903733.93153,1751986.98081,1214331.82133,1271110.90471,613454.392951,920578.069118,568121.090332,368176.128103,119807.526811
PAC-CA,RUR,WEEKEND,30-50,37.6779502762,181.0,16735376.558,9691.49218473,40021.6248939,2456.25370824,0.0,83529.6810816,677171.751512,347406.470554,672223.173414,1135414.80243,882598.762136,1454555.49835,1315257.37026,1094347.97094,1275047.44146,1056468.63627,826561.996529,1171031.58703,756888.870657,1709866.51674,1277760.81686,495288.758036,227895.794668,154308.526586,69582.7617069
PAC-CA,RUR,WEEKEND,50-100,69.60525,128.0,9463019.62468,182867.062906,8217.26431635,0.0,0.0,65815.7926592,74518.2748077,165061.391536,575635.282914,690899.636588,1118363.71728,771578.286072,449301.964993,339301.660411,718923.399171,570092.864442,620029.712454,436127.503451,473725.476106,759029.932948,688620.024238,191547.982283,432121.638594,123062.751821,8178.00468812
PAC-CA,RUR,WEEKEND,100-300,148.729651515,66.0,4454051.794,17280.8733943,0.0,0.0,21558.3127891,9012.53447956,32424.4726374,95124.3098898,118504.345192,333811.10284,373346.657679,371453.556464,227701.196254,898247.610365,135333.210174,422231.772646,353951.951443,428814.196371,127054.328629,88698.0131933,185019.749576,192558.944463,14157.9419413,1880.84949152,5885.86408937
PAC-CA,URB,WEEKDAY,0-2,1.08470067292,24966.0,5534539447.59,7262204.15979,3227406.31418,977397.302344,3355798.85668,17079273.5701,55522859.8868,166037041.54,447232808.402,398557446.481,333841718.656,366765716.556,442215212.095,467076003.061,410716704.047,420408062.695,466340702.197,425122683.323,409175646.233,271037349.546,172130355.404,129017150.027,73719627.5264,33506923.8311,14213355.8799
PAC-CA,URB,WEEKDAY,2-5,3.25146648396,22258.0,4921191121.08,8786075.40687,4050291.49735,1467403.53153,1091489.96636,17149975.6659,73567074.8612,186869189.543,417152216.868,330527478.302,292232930.418,286757794.869,351488974.214,362118911.239,322669998.302,375463219.581,374982534.584,440940351.385,393201095.533,257890598.641,177959047.608,122759733.487,69075688.8331,41655646.1884,11333400.556
